DateTime,Frequency
2021-07-19T00:00:17.015290,66903.14579020001
2021-07-19T00:00:27.017587,66903.27119839999
2021-07-19T00:00:37.015695,66903.694153
2021-07-19T00:00:47.016849,66902.3656845
2021-07-19T00:00:57.016263,66904.15525430001
2021-07-19T00:01:07.026741,66903.90157710001
2021-07-19T00:01:17.018504,66903.2645225
2021-07-19T00:01:27.016974,66904.4413566
2021-07-19T00:01:37.019321,66902.5373459
2021-07-19T00:01:47.017443,66904.19101709999
2021-07-19T00:01:57.028234,66904.8566818
2021-07-19T00:02:07.019621,66903.67078780002
2021-07-19T00:02:17.018160,66905.5275917
2021-07-19T00:02:27.020264,66904.96921540001
2021-07-19T00:02:37.018581,66904.53433990001
2021-07-19T00:02:47.029281,66904.71220030001
2021-07-19T00:02:57.021145,66903.582096
2021-07-19T00:03:07.019399,66906.3463211
2021-07-19T00:03:17.021286,66905.55620179999
2021-07-19T00:03:27.019885,66905.6239128
2021-07-19T00:03:37.030384,66906.8179131
2021-07-19T00:03:47.022017,66904.9191474
2021-07-19T00:03:57.020638,66905.96818920001
2021-07-19T00:04:07.030329,66906.2070847
2021-07-19T00:04:17.021025,66904.69074240001
2021-07-19T00:04:27.022924,66906.7716599
2021-07-19T00:04:37.021448,66905.57718280001
2021-07-19T00:04:47.021853,66906.77356710001
2021-07-19T00:04:57.023569,66908.22649
2021-07-19T00:05:07.022235,66906.80742250002
2021-07-19T00:05:17.021830,66907.7658653
2021-07-19T00:05:27.022658,66907.3472022
2021-07-19T00:05:37.023031,66907.1745871
2021-07-19T00:05:47.024745,66909.1815948
2021-07-19T00:05:57.023412,66907.57608420002
2021-07-19T00:06:07.025172,66909.591198
2021-07-19T00:06:17.023754,66908.882141
2021-07-19T00:06:27.023981,66908.8864327
2021-07-19T00:06:37.026138,66910.0952146
2021-07-19T00:06:47.024506,66907.75728230001
2021-07-19T00:06:57.025570,66908.4415435
2021-07-19T00:07:07.026881,66908.8029861
2021-07-19T00:07:17.025010,66907.742977
2021-07-19T00:07:27.027191,66909.5110894
2021-07-19T00:07:37.025536,66908.4300996
2021-07-19T00:07:47.025793,66908.6804391
2021-07-19T00:07:57.026461,66909.4552993
2021-07-19T00:08:07.026297,66907.97424329999
2021-07-19T00:08:17.035729,66910.0847243
2021-07-19T00:08:27.027195,66908.7061882
2021-07-19T00:08:37.037368,66907.9122543
2021-07-19T00:08:47.029208,66909.53016280002
2021-07-19T00:08:57.027498,66908.68616119999
2021-07-19T00:09:07.029546,66909.66939930001
2021-07-19T00:09:17.028063,66909.67702849998
2021-07-19T00:09:27.038540,66909.10720829999
2021-07-19T00:09:37.028496,66910.89773170001
2021-07-19T00:09:47.038860,66909.66653830002
2021-07-19T00:09:57.030591,66910.3741646
2021-07-19T00:10:07.029188,66910.5787278
2021-07-19T00:10:17.031973,66909.14726259999
2021-07-19T00:10:27.030796,66910.4833602
2021-07-19T00:10:37.040088,66909.90209579999
2021-07-19T00:10:47.032049,66910.4285242
2021-07-19T00:10:57.030418,66910.8557702
2021-07-19T00:11:07.032444,66909.77668770001
2021-07-19T00:11:17.031881,66911.8447305
2021-07-19T00:11:27.032999,66911.96966159999
2021-07-19T00:11:37.032202,66910.6202127
2021-07-19T00:11:47.031563,66911.3278389
2021-07-19T00:11:57.033514,66909.64078910001
2021-07-19T00:12:07.033579,66909.7709656
2021-07-19T00:12:17.032405,66910.0666046
2021-07-19T00:12:27.042189,66907.8688621
2021-07-19T00:12:37.033001,66910.24732580001
2021-07-19T00:12:47.034907,66909.5730781
2021-07-19T00:12:57.033157,66909.31844710001
2021-07-19T00:13:07.039409,66909.4958306
2021-07-19T00:13:17.037123,66906.73828110001
2021-07-19T00:13:27.033904,66908.27512739999
2021-07-19T00:13:37.036212,66907.3290827
2021-07-19T00:13:47.034294,66906.5570832
2021-07-19T00:13:57.034636,66908.4005355
2021-07-19T00:14:07.036569,66906.1827659
2021-07-19T00:14:17.035043,66906.20851519999
2021-07-19T00:14:27.037100,66906.81839
2021-07-19T00:14:37.035489,66904.45041660001
2021-07-19T00:14:47.035663,66906.302929
2021-07-19T00:14:57.037225,66904.41846839999
2021-07-19T00:15:07.036299,66903.2764434
2021-07-19T00:15:17.038866,66903.6736488
2021-07-19T00:15:27.036814,66901.845932
2021-07-19T00:15:37.047149,66903.27978129999
2021-07-19T00:15:47.038880,66902.62174609999
2021-07-19T00:15:57.038926,66900.7663725
2021-07-19T00:16:07.039389,66900.7315636
2021-07-19T00:16:17.038229,66897.41516100001
2021-07-19T00:16:27.050125,66896.9573975
2021-07-19T00:16:37.039396,66896.64936080002
2021-07-19T00:16:47.038562,66895.307064
2021-07-19T00:16:57.040666,66896.3971138
2021-07-19T00:17:07.039083,66895.2002524
2021-07-19T00:17:17.049556,66895.3342437
2021-07-19T00:17:27.040682,66895.09105680001
2021-07-19T00:17:37.039649,66893.2604791
2021-07-19T00:17:47.041707,66893.66531370001
2021-07-19T00:17:57.040115,66892.929077
2021-07-19T00:18:07.042153,66891.3035393
2021-07-19T00:18:17.041949,66892.7822114
2021-07-19T00:18:27.040770,66891.3507461
2021-07-19T00:18:37.042074,66892.6801681
2021-07-19T00:18:47.042054,66892.9786682
2021-07-19T00:18:57.043335,66891.4785385
2021-07-19T00:19:07.043279,66893.41878899999
2021-07-19T00:19:17.041985,66892.7559852
2021-07-19T00:19:27.043350,66891.9320107
2021-07-19T00:19:37.042479,66893.0673599
2021-07-19T00:19:47.043872,66892.57144920001
2021-07-19T00:19:57.043781,66893.59426489999
2021-07-19T00:20:07.043681,66892.73166650001
2021-07-19T00:20:17.045053,66891.39366149998
2021-07-19T00:20:27.043616,66892.777443
2021-07-19T00:20:37.043867,66891.10231399999
2021-07-19T00:20:47.044956,66893.59045029999
2021-07-19T00:20:57.044289,66894.1855431
