DateTime,Frequency
2021-07-20T00:00:19.044931,66612.7328873
2021-07-20T00:00:29.046133,66613.03424829998
2021-07-20T00:00:39.045226,66612.46538159999
2021-07-20T00:00:49.046491,66613.1191253
2021-07-20T00:00:59.045590,66612.8492355
2021-07-20T00:01:09.047826,66612.5364303
2021-07-20T00:01:19.046035,66612.5802993
2021-07-20T00:01:29.058546,66613.73090729999
2021-07-20T00:01:39.046493,66613.37852459999
2021-07-20T00:01:49.057780,66612.8883361
2021-07-20T00:01:59.047958,66613.0251884
2021-07-20T00:02:09.047235,66612.9436493
2021-07-20T00:02:19.049101,66614.01081089998
2021-07-20T00:02:29.047604,66613.9063835
2021-07-20T00:02:39.048876,66613.61694329999
2021-07-20T00:02:49.048004,66613.48152150001
2021-07-20T00:02:59.058439,66606.6780091
2021-07-20T00:03:09.049435,66602.02217119999
2021-07-20T00:03:19.048678,66600.6608008
2021-07-20T00:03:29.049956,66599.0977287
2021-07-20T00:03:39.049041,66598.27184670001
2021-07-20T00:03:49.051124,66598.6766816
2021-07-20T00:03:59.049495,66599.50304020001
2021-07-20T00:04:09.059816,66599.7033118
2021-07-20T00:04:19.050796,66598.94657130001
2021-07-20T00:04:29.049948,66599.0552903
2021-07-20T00:04:39.052458,66599.9765396
2021-07-20T00:04:49.050482,66599.35092920002
2021-07-20T00:04:59.052568,66598.4349252
2021-07-20T00:05:09.050956,66597.1741677
2021-07-20T00:05:19.052991,66597.36061100001
2021-07-20T00:05:29.051377,66597.2986221
2021-07-20T00:05:39.053198,66597.04780570001
2021-07-20T00:05:49.051827,66596.6086387
2021-07-20T00:05:59.052001,66596.53711339999
2021-07-20T00:06:09.053861,66594.82669819999
2021-07-20T00:06:19.052536,66593.2955743
2021-07-20T00:06:29.054275,66590.69299699999
2021-07-20T00:06:39.052850,66589.44988250002
2021-07-20T00:06:49.066629,66588.7093543
2021-07-20T00:06:59.053278,66587.72134789999
2021-07-20T00:07:09.053412,66587.9745483
2021-07-20T00:07:19.054639,66587.4433517
2021-07-20T00:07:29.053822,66587.1653557
2021-07-20T00:07:39.055635,66586.5688325
2021-07-20T00:07:49.054307,66586.6737366
2021-07-20T00:07:59.056528,66586.7004394
2021-07-20T00:08:09.054674,66586.5917205
2021-07-20T00:08:19.054850,66586.00664139999
2021-07-20T00:08:29.066914,66583.9624405
2021-07-20T00:08:39.055342,66582.8104019
2021-07-20T00:08:49.057236,66582.9010011
2021-07-20T00:08:59.055929,66581.5835
2021-07-20T00:09:09.057009,66581.7303658
2021-07-20T00:09:19.056191,66582.6630591
2021-07-20T00:09:29.068207,66584.24758930001
2021-07-20T00:09:39.056042,66584.6853257
2021-07-20T00:09:49.067429,66585.8607291
2021-07-20T00:09:59.059481,66585.62612540001
2021-07-20T00:10:09.058342,66586.41910550001
2021-07-20T00:10:19.060378,66586.29179
2021-07-20T00:10:29.059156,66585.9451294
2021-07-20T00:10:39.071735,66585.4167937
2021-07-20T00:10:49.061390,66585.141182
2021-07-20T00:10:59.060698,66584.6581459
2021-07-20T00:11:09.063479,66584.2499733
2021-07-20T00:11:19.061727,66584.6953392
2021-07-20T00:11:29.063873,66585.9794615
2021-07-20T00:11:39.062645,66586.057663
2021-07-20T00:11:49.064211,66586.1234664
2021-07-20T00:11:59.064637,66583.7750433
2021-07-20T00:12:09.064208,66584.11598209999
2021-07-20T00:12:19.066022,66584.7015382
2021-07-20T00:12:29.064984,66585.67762360002
2021-07-20T00:12:39.066492,66586.12346650001
2021-07-20T00:12:49.066014,66586.5640641
2021-07-20T00:12:59.086833,66585.28184889999
2021-07-20T00:13:09.066867,66585.55793759998
2021-07-20T00:13:19.077583,66586.14826209999
2021-07-20T00:13:29.078055,66586.15064630001
2021-07-20T00:13:39.068268,66585.6790543
2021-07-20T00:13:49.070567,66586.42053599999
2021-07-20T00:13:59.069151,66586.49015430002
2021-07-20T00:14:09.079770,66586.7905618
2021-07-20T00:14:19.069965,66586.1701966
2021-07-20T00:14:29.070506,66586.3752365
2021-07-20T00:14:39.072597,66585.7248305
2021-07-20T00:14:49.071268,66584.77687850001
2021-07-20T00:14:59.072985,66583.975315
2021-07-20T00:15:09.072094,66583.85276800001
2021-07-20T00:15:19.073731,66582.92055139999
2021-07-20T00:15:29.074446,66583.7984085
2021-07-20T00:15:39.073266,66583.44173430001
2021-07-20T00:15:49.075341,66583.72211470001
2021-07-20T00:15:59.074074,66583.7502481
2021-07-20T00:16:09.076317,66583.02688579999
2021-07-20T00:16:19.074805,66582.716942
2021-07-20T00:16:29.086472,66582.5529098
2021-07-20T00:16:39.076205,66581.7790032
2021-07-20T00:16:49.076091,66582.0217133
2021-07-20T00:16:59.081457,66582.3006631
2021-07-20T00:17:09.076877,66583.6253165
2021-07-20T00:17:19.079335,66583.5790634
2021-07-20T00:17:29.078589,66583.72688270001
2021-07-20T00:17:39.089297,66583.7378502
2021-07-20T00:17:49.079462,66584.7477914
2021-07-20T00:17:59.078816,66584.1965676
2021-07-20T00:18:09.080955,66584.74683760002
2021-07-20T00:18:19.079718,66584.4659806
2021-07-20T00:18:29.082061,66584.4945907
2021-07-20T00:18:39.080416,66583.5461616
2021-07-20T00:18:49.080723,66582.54385
2021-07-20T00:18:59.082150,66582.4322702
2021-07-20T00:19:09.081405,66581.8166734
2021-07-20T00:19:19.083473,66581.6407204
2021-07-20T00:19:29.082122,66581.8099976
2021-07-20T00:19:39.083752,66582.81707760002
2021-07-20T00:19:49.084481,66583.8027
2021-07-20T00:19:59.083190,66583.36353300001
2021-07-20T00:20:09.085202,66582.6931
2021-07-20T00:20:19.083856,66582.159996
2021-07-20T00:20:29.086113,66582.03458780001
2021-07-20T00:20:39.084512,66582.25870129999
2021-07-20T00:20:49.096172,66582.8232764
2021-07-20T00:20:59.085195,66582.4332237
2021-07-20T00:21:09.085565,66581.3355446
2021-07-20T00:21:19.087899,66581.3851356
2021-07-20T00:21:29.086313,66581.7594527
2021-07-20T00:21:39.088435,66581.5372469
2021-07-20T00:21:49.087098,66581.44044880001
2021-07-20T00:21:59.099228,66581.4180374
2021-07-20T00:22:09.088758,66580.868721
2021-07-20T00:22:19.098174,66580.2426338
2021-07-20T00:22:29.089505,66579.84066
2021-07-20T00:22:39.088664,66579.60271829998
2021-07-20T00:22:49.089924,66579.49686059999
2021-07-20T00:22:59.089399,66578.8350104
2021-07-20T00:23:09.099849,66579.2555807
2021-07-20T00:23:19.091784,66578.326702
2021-07-20T00:23:29.090300,66579.3733596
2021-07-20T00:23:39.091593,66578.567505
2021-07-20T00:23:49.090965,66578.2127379
2021-07-20T00:23:59.092464,66576.86662690001
2021-07-20T00:24:09.092955,66576.99823380001
2021-07-20T00:24:19.091880,66576.56192770001
2021-07-20T00:24:29.093168,66576.2591363
2021-07-20T00:24:39.092670,66576.5452383
2021-07-20T00:24:49.095191,66576.031208
2021-07-20T00:24:59.093074,66575.78945150001
