DateTime,Frequency
2021-07-18T00:00:15.016800,66726.45282739999
2021-07-18T00:00:25.028887,66726.3422012
2021-07-18T00:00:35.016623,66725.9612084
2021-07-18T00:00:45.027848,66726.3331413
2021-07-18T00:00:55.019306,66726.88579579999
2021-07-18T00:01:05.017986,66724.8001099
2021-07-18T00:01:15.019226,66720.73745729998
2021-07-18T00:01:25.018420,66719.089985
2021-07-18T00:01:35.020218,66719.09141549999
2021-07-18T00:01:45.019915,66718.047142
2021-07-18T00:01:55.029297,66718.6846733
2021-07-18T00:02:05.020210,66716.93325059999
2021-07-18T00:02:15.019565,66714.60533129999
2021-07-18T00:02:25.021409,66713.41037749998
2021-07-18T00:02:35.019934,66709.92708219998
2021-07-18T00:02:45.021886,66708.87660979999
2021-07-18T00:02:55.020434,66707.8852653
2021-07-18T00:03:05.022444,66705.2550316
2021-07-18T00:03:15.022228,66703.29380040002
2021-07-18T00:03:25.021232,66700.0942231
2021-07-18T00:03:35.023045,66698.4496116
2021-07-18T00:03:45.021639,66697.2212792
2021-07-18T00:03:55.021450,66695.6272126
2021-07-18T00:04:05.022048,66694.1738128
2021-07-18T00:04:15.023607,66693.9086915
2021-07-18T00:04:25.022519,66692.7003859
2021-07-18T00:04:35.024553,66690.621853
2021-07-18T00:04:45.022968,66688.14468399998
2021-07-18T00:04:55.023238,66685.24885169999
2021-07-18T00:05:05.024471,66681.8132401
2021-07-18T00:05:15.023737,66678.6208154
2021-07-18T00:05:25.025635,66676.4984131
2021-07-18T00:05:35.024064,66674.9968529
2021-07-18T00:05:45.025370,66672.9593277
2021-07-18T00:05:55.025921,66670.0682639
2021-07-18T00:06:05.024843,66669.79265209999
2021-07-18T00:06:15.026124,66667.2344208
2021-07-18T00:06:25.025318,66666.5377618
2021-07-18T00:06:35.026892,66664.908409
2021-07-18T00:06:45.025710,66661.85855869998
2021-07-18T00:06:55.027740,66660.96782699999
2021-07-18T00:07:05.026371,66659.5053672
2021-07-18T00:07:15.028528,66657.33385079999
2021-07-18T00:07:25.026792,66654.99210359999
2021-07-18T00:07:35.028641,66652.5578498
