DateTime,Temperature
2021-06-19T00:00:22,19.562000000000005
2021-06-19T00:00:41,19.562000000000005
2021-06-19T00:00:59,19.562000000000005
2021-06-19T00:01:18,19.562000000000005
2021-06-19T00:01:37,19.562000000000005
2021-06-19T00:01:55,19.562000000000005
2021-06-19T00:02:14,19.562000000000005
2021-06-19T00:02:32,19.562000000000005
2021-06-19T00:02:51,19.562000000000005
2021-06-19T00:03:10,19.568300000000004
2021-06-19T00:03:28,19.562000000000005
2021-06-19T00:03:47,19.562000000000005
2021-06-19T00:04:06,19.562000000000005
2021-06-19T00:04:24,19.562000000000005
2021-06-19T00:04:43,19.562000000000005
2021-06-19T00:05:01,19.562000000000005
2021-06-19T00:05:20,19.562000000000005
2021-06-19T00:05:39,19.562000000000005
2021-06-19T00:05:57,19.562000000000005
2021-06-19T00:06:16,19.562000000000005
2021-06-19T00:06:35,19.562000000000005
2021-06-19T00:06:53,19.562000000000005
2021-06-19T00:07:12,19.562000000000005
2021-06-19T00:07:30,19.562000000000005
2021-06-19T00:07:49,19.562000000000005
2021-06-19T00:08:07,19.562000000000005
2021-06-19T00:08:26,19.562000000000005
2021-06-19T00:08:45,19.562000000000005
2021-06-19T00:09:03,19.562000000000005
2021-06-19T00:09:22,19.562000000000005
2021-06-19T00:09:41,19.562000000000005
2021-06-19T00:09:59,19.562000000000005
2021-06-19T00:10:18,19.562000000000005
2021-06-19T00:10:36,19.562000000000005
2021-06-19T00:10:55,19.562000000000005
2021-06-19T00:11:14,19.562000000000005
2021-06-19T00:11:32,19.562000000000005
2021-06-19T00:11:51,19.562000000000005
2021-06-19T00:12:09,19.562000000000005
2021-06-19T00:12:28,19.562000000000005
2021-06-19T00:12:47,19.562000000000005
2021-06-19T00:13:05,19.562000000000005
2021-06-19T00:13:24,19.562000000000005
2021-06-19T00:13:43,19.562000000000005
2021-06-19T00:14:01,19.562000000000005
2021-06-19T00:14:20,19.562000000000005
2021-06-19T00:14:38,19.562000000000005
2021-06-19T00:14:57,19.5558
2021-06-19T00:15:16,19.562000000000005
2021-06-19T00:15:34,19.562000000000005
2021-06-19T00:15:53,19.562000000000005
2021-06-19T00:16:12,19.562000000000005
2021-06-19T00:16:30,19.562000000000005
2021-06-19T00:16:49,19.562000000000005
2021-06-19T00:17:07,19.562000000000005
2021-06-19T00:17:26,19.562000000000005
2021-06-19T00:17:45,19.562000000000005
2021-06-19T00:18:03,19.562000000000005
2021-06-19T00:18:22,19.562000000000005
2021-06-19T00:18:41,19.555800000000005
2021-06-19T00:18:59,19.5558
2021-06-19T00:19:18,19.562000000000005
2021-06-19T00:19:36,19.562000000000005
2021-06-19T00:19:55,19.562000000000005
2021-06-19T00:20:14,19.562000000000005
2021-06-19T00:20:32,19.555800000000005
2021-06-19T00:20:51,19.5496
2021-06-19T00:21:09,19.562000000000005
2021-06-19T00:21:28,19.537200000000002
2021-06-19T00:21:47,19.531
2021-06-19T00:22:05,19.524800000000003
2021-06-19T00:22:24,19.543400000000002
2021-06-19T00:22:43,19.5186
2021-06-19T00:23:01,19.537200000000002
2021-06-19T00:23:20,19.543400000000002
2021-06-19T00:23:38,19.537200000000002
2021-06-19T00:23:57,19.531
2021-06-19T00:24:16,19.543400000000002
2021-06-19T00:24:34,19.5
