DateTime,Temperature
2021-06-04T00:00:19,21.562000000000005
2021-06-04T00:00:38,21.562000000000005
2021-06-04T00:00:56,21.562000000000005
2021-06-04T00:01:15,21.562000000000005
2021-06-04T00:01:33,21.562000000000005
2021-06-04T00:01:52,21.555800000000005
2021-06-04T00:02:10,21.562000000000005
2021-06-04T00:02:28,21.562000000000005
2021-06-04T00:02:47,21.549600000000005
2021-06-04T00:03:05,21.562000000000005
2021-06-04T00:03:24,21.549600000000005
2021-06-04T00:03:42,21.555800000000005
2021-06-04T00:04:00,21.549600000000005
2021-06-04T00:04:19,21.537200000000006
2021-06-04T00:04:37,21.5124
2021-06-04T00:04:56,21.5248
2021-06-04T00:05:14,21.518600000000003
2021-06-04T00:05:33,21.5124
2021-06-04T00:05:51,21.5186
2021-06-04T00:06:09,21.5124
2021-06-04T00:06:28,21.5062
2021-06-04T00:06:46,21.5062
2021-06-04T00:07:05,21.5
2021-06-04T00:07:23,21.5
2021-06-04T00:07:42,21.5
2021-06-04T00:08:00,21.5
2021-06-04T00:08:18,21.5
2021-06-04T00:08:37,21.5
2021-06-04T00:08:55,21.5
2021-06-04T00:09:14,21.5
2021-06-04T00:09:32,21.5
2021-06-04T00:09:50,21.5
2021-06-04T00:10:09,21.5
2021-06-04T00:10:27,21.5
2021-06-04T00:10:46,21.5
2021-06-04T00:11:04,21.5
2021-06-04T00:11:23,21.5
2021-06-04T00:11:41,21.5
2021-06-04T00:11:59,21.5
2021-06-04T00:12:18,21.5
2021-06-04T00:12:36,21.5
2021-06-04T00:12:55,21.5
2021-06-04T00:13:13,21.5
2021-06-04T00:13:32,21.5
2021-06-04T00:13:50,21.5
2021-06-04T00:14:08,21.5
2021-06-04T00:14:27,21.5
2021-06-04T00:14:45,21.5
2021-06-04T00:15:04,21.5
2021-06-04T00:15:22,21.5
2021-06-04T00:15:40,21.4937
2021-06-04T00:15:59,21.4937
2021-06-04T00:16:17,21.5
2021-06-04T00:16:36,21.5
2021-06-04T00:16:54,21.4874
2021-06-04T00:17:12,21.4874
2021-06-04T00:17:31,21.4874
2021-06-04T00:17:49,21.4811
2021-06-04T00:18:08,21.462200000000003
2021-06-04T00:18:26,21.468500000000002
2021-06-04T00:18:45,21.437000000000005
2021-06-04T00:19:03,21.443300000000004
2021-06-04T00:19:21,21.449600000000004
2021-06-04T00:19:40,21.437000000000005
2021-06-04T00:19:58,21.437000000000005
2021-06-04T00:20:17,21.437000000000005
2021-06-04T00:20:35,21.437000000000005
2021-06-04T00:20:53,21.437000000000005
2021-06-04T00:21:12,21.437000000000005
2021-06-04T00:21:30,21.437000000000005
2021-06-04T00:21:49,21.437000000000005
2021-06-04T00:22:07,21.437000000000005
2021-06-04T00:22:25,21.437000000000005
2021-06-04T00:22:44,21.437000000000005
2021-06-04T00:23:02,21.437000000000005
2021-06-04T00:23:21,21.437000000000005
2021-06-04T00:23:39,21.437000000000005
2021-06-04T00:23:58,21.437000000000005
2021-06-04T00:24:16,21.437000000000005
2021-06-04T00:24:35,21.437000000000005
2021-06-04T00:24:53,21.437000000000005
2021-06-04T00:25:12,21.437000000000005
2021-06-04T00:25:30,21.437000000000005
2021-06-04T00:25:48,21.437000000000005
2021-06-04T00:26:07,21.437000000000005
2021-06-04T00:26:25,21.437000000000005
2021-06-04T00:26:44,21.437000000000005
2021-06-04T00:27:02,21.430800000000005
2021-06-04T00:27:20,21.418400000000002
