DateTime,Temperature
2021-06-13T00:00:32,21.399800000000003
2021-06-13T00:00:50,21.424600000000005
2021-06-13T00:01:09,21.437000000000005
2021-06-13T00:01:27,21.437000000000005
2021-06-13T00:01:45,21.437000000000005
2021-06-13T00:02:04,21.437000000000005
2021-06-13T00:02:22,21.437000000000005
2021-06-13T00:02:41,21.437000000000005
2021-06-13T00:02:59,21.437000000000005
2021-06-13T00:03:18,21.437000000000005
2021-06-13T00:03:36,21.437000000000005
2021-06-13T00:03:54,21.437000000000005
2021-06-13T00:04:13,21.437000000000005
2021-06-13T00:04:31,21.437000000000005
2021-06-13T00:04:50,21.437000000000005
2021-06-13T00:05:08,21.443300000000004
2021-06-13T00:05:27,21.449600000000004
2021-06-13T00:05:45,21.449600000000004
2021-06-13T00:06:04,21.4748
2021-06-13T00:06:22,21.4811
2021-06-13T00:06:40,21.5
2021-06-13T00:06:59,21.5
2021-06-13T00:07:17,21.5
2021-06-13T00:07:36,21.5
2021-06-13T00:07:54,21.5
2021-06-13T00:08:13,21.5
2021-06-13T00:08:31,21.5
2021-06-13T00:08:49,21.5
2021-06-13T00:09:08,21.5
2021-06-13T00:09:26,21.5
2021-06-13T00:09:45,21.5
2021-06-13T00:10:03,21.5
2021-06-13T00:10:22,21.5
2021-06-13T00:10:40,21.5
2021-06-13T00:10:58,21.5
2021-06-13T00:11:17,21.512400000000003
2021-06-13T00:11:35,21.524800000000003
2021-06-13T00:11:54,21.549600000000005
2021-06-13T00:12:12,21.543400000000002
2021-06-13T00:12:31,21.555800000000005
2021-06-13T00:12:49,21.562000000000005
2021-06-13T00:13:07,21.562000000000005
2021-06-13T00:13:26,21.562000000000005
2021-06-13T00:13:44,21.562000000000005
2021-06-13T00:14:03,21.562000000000005
2021-06-13T00:14:21,21.562000000000005
2021-06-13T00:14:40,21.562000000000005
2021-06-13T00:14:58,21.562000000000005
2021-06-13T00:15:16,21.562000000000005
2021-06-13T00:15:35,21.562000000000005
2021-06-13T00:15:53,21.562000000000005
2021-06-13T00:16:12,21.562000000000005
2021-06-13T00:16:30,21.562000000000005
2021-06-13T00:16:49,21.574600000000004
2021-06-13T00:17:07,21.574600000000004
2021-06-13T00:17:25,21.6061
2021-06-13T00:17:44,21.6187
2021-06-13T00:18:02,21.625
